Way2_QG7MDDHMFN
0;16/07/2018 02:55:00;8752,93
Way2_9RWTS9W4J1
0;16/07/2018 21:00:00;3272,1
Way2_R2L194DMNE
6300;17/07/2018 18:45:00;20198,25
6301;17/07/2018 18:50:00;19755,29
6302;17/07/2018 18:55:00;19248,3
6303;17/07/2018 19:00:00;18459,53
6304;17/07/2018 19:05:00;19224,17
6305;17/07/2018 19:10:00;19300,22
6306;17/07/2018 19:15:00;19633,86
6307;17/07/2018 19:20:00;20003,64
6308;17/07/2018 19:25:00;20786,48
6309;17/07/2018 19:30:00;21556,49
6310;17/07/2018 19:35:00;21648,53
6311;17/07/2018 19:40:00;22593,8
6312;17/07/2018 19:45:00;22804,78
6313;17/07/2018 19:50:00;23602,89
6314;17/07/2018 19:55:00;24375,87
6315;17/07/2018 20:00:00;24690,07
6316;17/07/2018 20:05:00;25477,05
6317;17/07/2018 20:10:00;26420,57
6318;17/07/2018 20:15:00;27320,68
6319;17/07/2018 20:20:00;28243
6320;17/07/2018 20:25:00;28541,59
6321;17/07/2018 20:30:00;28959,45
6322;17/07/2018 20:35:00;29336,38
6323;17/07/2018 20:40:00;29271,7
6324;17/07/2018 20:45:00;28615,2
6325;17/07/2018 20:50:00;28057,5
6326;17/07/2018 20:55:00;27707,59
6327;17/07/2018 21:00:00;26850,49
6328;17/07/2018 21:05:00;26610,8
6329;17/07/2018 21:10:00;27532,93
6330;17/07/2018 21:15:00;28525,48
6331;17/07/2018 21:20:00;28685,65
6332;17/07/2018 21:25:00;29208,11
6333;17/07/2018 21:30:00;29248,84
6334;17/07/2018 21:35:00;29592,28
6335;17/07/2018 21:40:00;28841,73
6336;17/07/2018 21:45:00;28460,7
6337;17/07/2018 21:50:00;27606,69
6338;17/07/2018 21:55:00;27340,98
6339;17/07/2018 22:00:00;27414,05
6340;17/07/2018 22:05:00;28394,74
6341;17/07/2018 22:10:00;29312,05
6342;17/07/2018 22:15:00;30119,98
6343;17/07/2018 22:20:00;30522,96
6344;17/07/2018 22:25:00;30707,2
6345;17/07/2018 22:30:00;30912,69
6346;17/07/2018 22:35:00;30198,34
6347;17/07/2018 22:40:00;29636,07
6348;17/07/2018 22:45:00;28948,48
6349;17/07/2018 22:50:00;28432,57
6350;17/07/2018 22:55:00;27565,18
Way2_BCB9P0T4SQ
0;14/07/2018 22:40:00;11019,18
Way2_TM0G6U9MW4
0;15/07/2018 16:45:00;4392,73
Way2_CXPOMQP41H
0;16/07/2018 10:50:00;17766,27
Way2_V8EV2M6M6U
0;17/07/2018 04:55:00;10499,93
Way2_EI44IHL5A8
0;17/07/2018 23:05:00;5513,35
Way2_WTSBYD2MEL
0;15/07/2018 06:40:00;18748,93
Way2_F4IJF8I5JY
0;16/07/2018 00:45:00;13260,44
Way2_YE7QV4XMNC
0;16/07/2018 18:50:00;5997,93
Way2_HOWYB0E5RP
0;17/07/2018 12:55:00;21007,52
Way2_00L6RUUMW3
0;14/07/2018 20:30:00;13246,93
Way2_JAAE8QA51G
0;15/07/2018 14:35:00;7754,6
